Date,Open,High,Low,Close,Adj Close,Volume
"Feb 05, 2025",203.88,205.28,201.79,204.58,202.87,"3,239,400"
"Feb 04, 2025",202.93,204.54,200.43,202.18,200.49,"5,413,800"
"Feb 03, 2025",200.00,204.73,198.97,204.11,202.41,"4,678,300"
"Jan 31, 2025",205.84,205.87,203.07,203.57,201.87,"5,507,800"
"Jan 30, 2025",199.81,205.93,199.48,205.57,203.85,"6,282,100"
"Jan 29, 2025",194.93,199.94,194.93,199.10,197.44,"5,595,800"
"Jan 28, 2025",195.30,196.55,191.79,194.43,192.81,"4,858,800"
"Jan 27, 2025",194.34,196.63,192.74,194.46,192.84,"7,674,800"
"Jan 24, 2025",202.50,203.00,195.52,196.75,195.11,"7,835,700"
"Jan 23, 2025",201.40,207.65,198.10,200.80,199.12,"14,403,500"
"Jan 22, 2025",188.08,189.24,186.61,188.36,186.79,"7,457,800"
"Jan 21, 2025",184.90,189.32,184.51,187.50,185.93,"7,508,400"
"Jan 17, 2025",180.78,183.19,179.96,182.85,181.32,"5,899,100"
"Jan 16, 2025",181.68,182.88,178.62,179.74,178.24,"6,144,700"
"Jan 15, 2025",179.07,180.88,178.88,180.29,178.78,"7,397,000"
"Jan 14, 2025",173.11,177.90,172.40,176.86,175.38,"6,432,700"
"Jan 13, 2025",169.51,172.52,169.00,171.57,170.14,"5,610,800"
"Jan 10, 2025",172.40,173.46,170.74,171.69,170.26,"5,131,200"
"Jan 08, 2025",172.00,173.58,170.71,172.89,171.45,"4,527,700"
"Jan 07, 2025",172.22,173.70,170.78,172.31,170.87,"6,496,400"
"Jan 06, 2025",173.15,173.68,171.18,172.45,171.01,"4,980,300"
"Jan 03, 2025",169.22,172.63,169.00,171.96,170.52,"3,975,500"
"Jan 02, 2025",167.92,170.70,167.22,168.59,167.18,"4,148,000"
